Date	Split/Skill	Time	CALLSOFFERED	AHT	SLA %	Sch	Needed	Aban Calls	Held Calls
10/07/2025	BlueNet_Premium_EN	10:45:00	132	337	98.5	49	49.0	1	0
10/07/2025	BlueNet_Premium_EN	11:00:00	141	345	99.0	54	54.0	1	0
10/07/2025	BlueNet_Premium_EN	11:15:00	122	344	99.0	47	47.0	1	0
10/07/2025	BlueNet_Premium_EN	11:30:00	124	388	98.2	53	53.0	1	0
10/07/2025	BlueNet_Premium_EN	11:45:00	99	400	99.0	44	44.0	1	1
10/07/2025	BlueNet_Premium_EN	12:00:00	151	329	97.5	55	55.0	1	1
10/07/2025	BlueNet_Premium_EN	12:15:00	124	366	98.1	50	50.0	1	0
10/07/2025	BlueNet_Premium_EN	12:30:00	127	353	98.9	50	50.0	0	0
10/07/2025	BlueNet_Premium_EN	12:45:00	156	309	99.0	54	54.0	1	1
10/07/2025	BlueNet_Premium_EN	13:00:00	153	342	99.0	58	58.0	1	0
10/07/2025	BlueNet_Premium_EN	13:15:00	117	356	96.1	46	46.0	0	0
10/07/2025	BlueNet_Premium_EN	13:30:00	119	332	99.0	44	44.0	0	0
10/07/2025	BlueNet_Premium_EN	13:45:00	87	347	97.5	34	34.0	1	0
10/07/2025	BlueNet_Premium_EN	14:00:00	135	378	98.2	57	57.0	1	0
10/07/2025	BlueNet_Premium_EN	14:15:00	133	363	99.0	54	54.0	1	1
10/07/2025	BlueNet_Premium_EN	14:30:00	106	381	99.0	45	45.0	1	0
10/07/2025	BlueNet_Premium_EN	14:45:00	124	332	99.0	46	46.0	1	1
10/07/2025	BlueNet_Premium_EN	15:00:00	130	326	96.1	47	47.0	1	0
10/07/2025	BlueNet_Premium_EN	15:15:00	92	372	96.3	38	38.0	0	0
10/07/2025	BlueNet_Premium_EN	15:30:00	105	379	98.6	44	44.0	1	0
10/07/2025	BlueNet_Premium_EN	15:45:00	110	306	99.0	37	37.0	1	1
10/07/2025	BlueNet_Premium_EN	16:00:00	112	347	99.0	43	43.0	1	1
10/07/2025	BlueNet_Premium_EN	16:15:00	110	391	94.5	48	48.0	1	1
10/07/2025	BlueNet_Premium_EN	16:30:00	89	360	99.0	36	36.0	0	0
10/07/2025	BlueNet_Premium_EN	16:45:00	76	331	95.3	28	28.0	1	0
10/07/2025	BlueNet_Premium_EN	17:00:00	55	321	99.0	20	20.0	0	0
10/07/2025	BlueNet_Premium_EN	17:15:00	78	373	99.0	32	32.0	1	0
10/07/2025	BlueNet_Premium_EN	17:30:00	92	368	99.0	38	38.0	1	0
10/07/2025	BlueNet_Premium_EN	17:45:00	113	404	99.0	51	51.0	1	1
10/07/2025	BlueNet_Premium_EN	18:00:00	90	324	99.0	32	32.0	0	0
10/07/2025	BlueNet_Premium_EN	18:15:00	71	337	99.0	27	27.0	0	0
10/07/2025	BlueNet_Premium_EN	18:30:00	65	382	99.0	28	28.0	0	0
10/07/2025	BlueNet_Premium_EN	18:45:00	50	342	99.0	19	19.0	0	0
10/07/2025	BlueNet_Premium_EN	19:00:00	33	314	99.0	12	12.0	0	0
10/07/2025	BlueNet_Premium_EN	19:15:00	71	359	99.0	28	28.0	1	0
10/07/2025	BlueNet_Premium_EN	19:30:00	74	338	99.0	28	28.0	0	0
10/07/2025	BlueNet_Premium_EN	19:45:00	23	382	99.0	10	10.0	0	0
10/07/2025	BlueNet_Premium_EN	20:00:00	68	347	96.8	26	26.0	1	0
10/07/2025	BlueNet_Premium_EN	20:15:00	45	371	99.0	19	19.0	0	0
10/07/2025	BlueNet_Premium_EN	20:30:00	53	380	99.0	22	22.0	0	0
10/07/2025	BlueNet_Premium_EN	20:45:00	69	365	98.6	28	28.0	1	0
10/07/2025	BlueNet_Premium_EN	21:00:00	13	435	93.6	6	6.0	0	0
10/07/2025	BlueNet_Premium_EN	21:15:00	13	366	97.9	5	5.0	0	0
10/07/2025	BlueNet_Premium_EN	21:30:00	21	402	99.0	9	9.0	0	0
10/07/2025	BlueNet_Premium_EN	21:45:00	13	336	96.8	5	5.0	0	0
10/07/2025	BlueNet_Premium_EN	22:00:00	13	360	99.0	5	5.0	0	0
10/07/2025	BlueNet_Premium_EN	22:15:00	37	388	99.0	16	16.0	0	0
10/07/2025	BlueNet_Premium_EN	22:30:00	22	357	99.0	9	9.0	0	0
10/07/2025	BlueNet_Premium_EN	22:45:00	22	370	99.0	9	9.0	0	0
10/07/2025	BlueNet_Premium_EN	23:00:00	17	392	94.5	7	7.0	0	0
10/07/2025	BlueNet_Premium_EN	23:15:00	13	368	92.3	5	5.0	0	0
10/07/2025	BlueNet_Premium_EN	23:30:00	19	323	99.0	7	7.0	0	0
10/07/2025	BlueNet_Premium_EN	23:45:00	13	363	97.3	5	5.0	0	0
10/07/2025	BlueNet_Medium_AR	00:00:00	15	343	99.0	6	6.0	0	0
10/07/2025	BlueNet_Medium_AR	00:15:00	11	312	99.0	4	4.0	0	0
10/07/2025	BlueNet_Medium_AR	00:30:00	48	363	99.0	19	19.0	0	0
10/07/2025	BlueNet_Medium_AR	00:45:00	31	377	99.0	13	13.0	0	0
10/07/2025	BlueNet_Medium_AR	01:00:00	11	360	98.6	4	4.0	0	0
10/07/2025	BlueNet_Medium_AR	01:15:00	11	339	94.6	4	4.0	0	0
10/07/2025	BlueNet_Medium_AR	01:30:00	33	335	96.1	12	12.0	0	0
10/07/2025	BlueNet_Medium_AR	01:45:00	11	328	97.6	4	4.0	0	0
10/07/2025	BlueNet_Medium_AR	02:00:00	11	357	97.1	4	4.0	0	0
10/07/2025	BlueNet_Medium_AR	02:15:00	23	334	99.0	9	9.0	0	0
10/07/2025	BlueNet_Medium_AR	02:30:00	14	388	97.5	6	6.0	0	0
10/07/2025	BlueNet_Medium_AR	02:45:00	11	378	99.0	5	5.0	0	0
10/07/2025	BlueNet_Medium_AR	03:00:00	33	386	99.0	14	14.0	0	0
10/07/2025	BlueNet_Medium_AR	03:15:00	32	391	99.0	14	14.0	0	0
10/07/2025	BlueNet_Medium_AR	03:30:00	36	350	99.0	14	14.0	0	0
10/07/2025	BlueNet_Medium_AR	03:45:00	11	380	99.0	5	5.0	0	0
10/07/2025	BlueNet_Medium_AR	04:00:00	56	353	99.0	22	22.0	0	0
10/07/2025	BlueNet_Medium_AR	04:15:00	11	353	98.1	4	4.0	0	0
10/07/2025	BlueNet_Medium_AR	04:30:00	49	354	99.0	19	19.0	0	0
10/07/2025	BlueNet_Medium_AR	04:45:00	85	339	99.0	32	32.0	1	0
10/07/2025	BlueNet_Medium_AR	05:00:00	65	356	99.0	26	26.0	1	0
10/07/2025	BlueNet_Medium_AR	05:15:00	48	356	99.0	19	19.0	0	0
10/07/2025	BlueNet_Medium_AR	05:30:00	47	376	94.8	20	20.0	0	0
10/07/2025	BlueNet_Medium_AR	05:45:00	58	354	99.0	23	23.0	0	0
10/07/2025	BlueNet_Medium_AR	06:00:00	83	346	99.0	32	32.0	1	0
10/07/2025	BlueNet_Medium_AR	06:15:00	77	377	94.9	32	32.0	0	0
10/07/2025	BlueNet_Medium_AR	06:30:00	70	337	99.0	26	26.0	1	0
10/07/2025	BlueNet_Medium_AR	06:45:00	90	356	99.0	36	36.0	1	0
10/07/2025	BlueNet_Medium_AR	07:00:00	54	376	96.1	23	23.0	1	0
10/07/2025	BlueNet_Medium_AR	07:15:00	69	380	99.0	29	29.0	0	0
10/07/2025	BlueNet_Medium_AR	07:30:00	74	392	99.0	32	32.0	1	0
10/07/2025	BlueNet_Medium_AR	07:45:00	104	369	99.0	43	43.0	0	0
10/07/2025	BlueNet_Medium_AR	08:00:00	93	362	99.0	37	37.0	1	1
10/07/2025	BlueNet_Medium_AR	08:15:00	133	399	99.0	59	59.0	1	1
10/07/2025	BlueNet_Medium_AR	08:30:00	108	339	99.0	41	41.0	1	1
10/07/2025	BlueNet_Medium_AR	08:45:00	85	379	99.0	36	36.0	1	0
10/07/2025	BlueNet_Medium_AR	09:00:00	115	363	99.0	46	46.0	1	1
10/07/2025	BlueNet_Medium_AR	09:15:00	89	306	99.0	30	30.0	1	0
10/07/2025	BlueNet_Medium_AR	09:30:00	96	399	99.0	43	43.0	1	0
10/07/2025	BlueNet_Medium_AR	09:45:00	104	339	99.0	39	39.0	1	0
10/07/2025	BlueNet_Medium_AR	10:00:00	113	431	94.8	54	54.0	1	1
10/07/2025	BlueNet_Medium_AR	10:15:00	112	363	98.6	45	45.0	0	0
10/07/2025	BlueNet_Medium_AR	10:30:00	114	336	99.0	43	43.0	1	0
10/07/2025	BlueNet_Medium_AR	10:45:00	94	380	99.0	40	40.0	0	0
10/07/2025	BlueNet_Medium_AR	11:00:00	112	350	99.0	44	44.0	1	0
10/07/2025	BlueNet_Medium_AR	11:15:00	118	361	98.7	47	47.0	0	0
10/07/2025	BlueNet_Medium_AR	11:30:00	128	373	99.0	53	53.0	1	1
10/07/2025	BlueNet_Medium_AR	11:45:00	106	362	99.0	43	43.0	1	0
10/07/2025	BlueNet_Medium_AR	12:00:00	67	360	99.0	27	27.0	0	0
10/07/2025	BlueNet_Medium_AR	12:15:00	133	347	97.4	51	51.0	1	0
10/07/2025	BlueNet_Medium_AR	12:30:00	123	306	99.0	42	42.0	1	0
10/07/2025	BlueNet_Medium_AR	12:45:00	90	369	97.1	37	37.0	0	0
10/07/2025	BlueNet_Medium_AR	13:00:00	87	374	98.5	36	36.0	1	0
10/07/2025	BlueNet_Medium_AR	13:15:00	122	411	99.0	56	56.0	1	1
10/07/2025	BlueNet_Medium_AR	13:30:00	105	380	99.0	44	44.0	1	1
10/07/2025	BlueNet_Medium_AR	13:45:00	84	334	95.2	31	31.0	1	0
10/07/2025	BlueNet_Medium_AR	14:00:00	89	308	99.0	30	30.0	0	0
10/07/2025	BlueNet_Medium_AR	14:15:00	103	301	99.0	34	34.0	1	0
10/07/2025	BlueNet_Medium_AR	14:30:00	90	361	99.0	36	36.0	1	1
10/07/2025	BlueNet_Medium_AR	14:45:00	93	375	99.0	39	39.0	0	0
10/07/2025	BlueNet_Medium_AR	15:00:00	100	370	99.0	41	41.0	1	0
10/07/2025	BlueNet_Medium_AR	15:15:00	114	368	99.0	47	47.0	0	0
10/07/2025	BlueNet_Medium_AR	15:30:00	104	394	99.0	46	46.0	0	0
10/07/2025	BlueNet_Medium_AR	15:45:00	95	369	99.0	39	39.0	0	1
10/07/2025	BlueNet_Medium_AR	16:00:00	112	336	98.2	42	42.0	1	0
10/07/2025	BlueNet_Medium_AR	16:15:00	69	345	99.0	26	26.0	1	0
10/07/2025	BlueNet_Medium_AR	16:30:00	81	371	99.0	33	33.0	0	0
10/07/2025	BlueNet_Medium_AR	16:45:00	69	365	99.0	28	28.0	0	0
10/07/2025	BlueNet_Medium_AR	17:00:00	74	358	99.0	29	29.0	0	0
10/07/2025	BlueNet_Medium_AR	17:15:00	72	348	99.0	28	28.0	0	0
10/07/2025	BlueNet_Medium_AR	17:30:00	58	337	94.0	22	22.0	1	0
10/07/2025	BlueNet_Medium_AR	17:45:00	60	402	97.2	27	27.0	1	0
10/07/2025	BlueNet_Medium_AR	18:00:00	74	336	99.0	28	28.0	1	0
10/07/2025	BlueNet_Medium_AR	18:15:00	57	345	98.5	22	22.0	0	0
10/07/2025	BlueNet_Medium_AR	18:30:00	11	361	99.0	4	4.0	0	0
10/07/2025	BlueNet_Medium_AR	18:45:00	64	369	99.0	26	26.0	0	0
10/07/2025	BlueNet_Medium_AR	19:00:00	59	366	99.0	24	24.0	0	0
10/07/2025	BlueNet_Medium_AR	19:15:00	24	319	99.0	9	9.0	0	0
10/07/2025	BlueNet_Medium_AR	19:30:00	69	369	99.0	28	28.0	0	0
10/07/2025	BlueNet_Medium_AR	19:45:00	36	388	99.0	16	16.0	0	0
10/07/2025	BlueNet_Medium_AR	20:00:00	54	366	99.0	22	22.0	0	0
10/07/2025	BlueNet_Medium_AR	20:15:00	35	411	99.0	16	16.0	0	0
10/07/2025	BlueNet_Medium_AR	20:30:00	23	395	97.3	10	10.0	0	0
10/07/2025	BlueNet_Medium_AR	20:45:00	35	351	96.6	14	14.0	0	0
10/07/2025	BlueNet_Medium_AR	21:00:00	17	347	99.0	7	7.0	0	0
10/07/2025	BlueNet_Medium_AR	21:15:00	21	334	99.0	8	8.0	0	0
10/07/2025	BlueNet_Medium_AR	21:30:00	11	361	97.3	4	4.0	0	0
10/07/2025	BlueNet_Medium_AR	21:45:00	15	368	99.0	6	6.0	0	0
10/07/2025	BlueNet_Medium_AR	22:00:00	11	389	99.0	5	5.0	0	0
10/07/2025	BlueNet_Medium_AR	22:15:00	17	359	98.7	7	7.0	0	0
10/07/2025	BlueNet_Medium_AR	22:30:00	24	341	99.0	9	9.0	0	0
10/07/2025	BlueNet_Medium_AR	22:45:00	15	388	96.6	6	6.0	0	0
10/07/2025	BlueNet_Medium_AR	23:00:00	29	331	99.0	11	11.0	0	0
10/07/2025	BlueNet_Medium_AR	23:15:00	46	371	99.0	19	19.0	0	0
10/07/2025	BlueNet_Medium_AR	23:30:00	11	365	98.2	4	4.0	0	0
10/07/2025	BlueNet_Medium_AR	23:45:00	13	363	98.6	5	5.0	0	0
10/07/2025	BlueNet_Install_EN	00:00:00	15	392	99.0	7	7.0	0	0
10/07/2025	BlueNet_Install_EN	00:15:00	27	374	99.0	11	11.0	0	0
10/07/2025	BlueNet_Install_EN	00:30:00	15	381	99.0	6	6.0	0	0
10/07/2025	BlueNet_Install_EN	00:45:00	26	385	97.2	11	11.0	0	0
10/07/2025	BlueNet_Install_EN	01:00:00	40	330	96.8	15	15.0	0	0
10/07/2025	BlueNet_Install_EN	01:15:00	30	374	99.0	12	12.0	0	0
10/07/2025	BlueNet_Install_EN	01:30:00	15	376	95.1	6	6.0	0	0
10/07/2025	BlueNet_Install_EN	01:45:00	15	351	99.0	6	6.0	0	0
10/07/2025	BlueNet_Install_EN	02:00:00	38	351	99.0	15	15.0	0	0
10/07/2025	BlueNet_Install_EN	02:15:00	15	351	99.0	6	6.0	0	0
10/07/2025	BlueNet_Install_EN	02:30:00	36	338	99.0	14	14.0	0	0
10/07/2025	BlueNet_Install_EN	02:45:00	37	325	99.0	13	13.0	0	0
10/07/2025	BlueNet_Install_EN	03:00:00	95	413	99.0	44	44.0	1	0
10/07/2025	BlueNet_Install_EN	03:15:00	47	387	96.8	20	20.0	0	0
10/07/2025	BlueNet_Install_EN	03:30:00	38	360	95.1	15	15.0	0	0
10/07/2025	BlueNet_Install_EN	03:45:00	70	323	99.0	25	25.0	0	0
10/07/2025	BlueNet_Install_EN	04:00:00	40	373	99.0	17	17.0	0	0
10/07/2025	BlueNet_Install_EN	04:15:00	53	350	99.0	21	21.0	0	0
10/07/2025	BlueNet_Install_EN	04:30:00	58	356	96.1	23	23.0	0	0
10/07/2025	BlueNet_Install_EN	04:45:00	73	416	97.9	34	34.0	0	0
10/07/2025	BlueNet_Install_EN	05:00:00	44	407	99.0	20	20.0	0	0
10/07/2025	BlueNet_Install_EN	05:15:00	87	300	98.2	29	29.0	0	0
10/07/2025	BlueNet_Install_EN	05:30:00	61	369	97.7	25	25.0	0	0
10/07/2025	BlueNet_Install_EN	05:45:00	123	364	97.3	50	50.0	1	0
10/07/2025	BlueNet_Install_EN	06:00:00	48	368	99.0	20	20.0	0	0
10/07/2025	BlueNet_Install_EN	06:15:00	69	346	99.0	27	27.0	0	0
10/07/2025	BlueNet_Install_EN	06:30:00	45	360	97.5	18	18.0	0	0
10/07/2025	BlueNet_Install_EN	06:45:00	160	332	99.0	59	59.0	0	0
10/07/2025	BlueNet_Install_EN	07:00:00	71	385	99.0	30	30.0	0	0
10/07/2025	BlueNet_Install_EN	07:15:00	120	385	99.0	51	51.0	1	1
10/07/2025	BlueNet_Install_EN	07:30:00	123	401	97.3	55	55.0	1	0
10/07/2025	BlueNet_Install_EN	07:45:00	91	340	98.7	34	34.0	1	0
10/07/2025	BlueNet_Install_EN	08:00:00	132	366	99.0	54	54.0	1	1
10/07/2025	BlueNet_Install_EN	08:15:00	95	411	99.0	43	43.0	0	0
10/07/2025	BlueNet_Install_EN	08:30:00	104	343	96.3	40	40.0	1	0
10/07/2025	BlueNet_Install_EN	08:45:00	91	334	99.0	34	34.0	0	1
10/07/2025	BlueNet_Install_EN	09:00:00	143	367	99.0	58	58.0	1	1
10/07/2025	BlueNet_Install_EN	09:15:00	88	389	98.2	38	38.0	1	0
10/07/2025	BlueNet_Install_EN	09:30:00	143	343	99.0	54	54.0	1	1
10/07/2025	BlueNet_Install_EN	09:45:00	134	408	99.0	61	61.0	1	0
10/07/2025	BlueNet_Install_EN	10:00:00	178	337	98.8	67	67.0	1	1
10/07/2025	BlueNet_Install_EN	10:15:00	142	376	99.0	59	59.0	1	1
10/07/2025	BlueNet_Install_EN	10:30:00	162	343	99.0	62	62.0	1	1
10/07/2025	BlueNet_Install_EN	10:45:00	156	348	99.0	60	60.0	1	1
10/07/2025	BlueNet_Install_EN	11:00:00	143	380	98.3	60	60.0	1	1
10/07/2025	BlueNet_Install_EN	11:15:00	171	354	99.0	67	67.0	0	0
10/07/2025	BlueNet_Install_EN	11:30:00	156	322	99.0	56	56.0	1	1
10/07/2025	BlueNet_Install_EN	11:45:00	168	340	99.0	63	63.0	1	0
10/07/2025	BlueNet_Install_EN	12:00:00	127	378	99.0	53	53.0	1	0
10/07/2025	BlueNet_Install_EN	12:15:00	159	369	97.2	65	65.0	1	1
10/07/2025	BlueNet_Install_EN	12:30:00	165	378	98.5	69	69.0	1	1
10/07/2025	BlueNet_Install_EN	12:45:00	122	344	98.0	47	47.0	0	0
10/07/2025	BlueNet_Install_EN	13:00:00	144	333	99.0	53	53.0	1	0
10/07/2025	BlueNet_Install_EN	13:15:00	106	339	99.0	40	40.0	0	0
10/07/2025	BlueNet_Install_EN	13:30:00	108	341	99.0	41	41.0	1	0
10/07/2025	BlueNet_Install_EN	13:45:00	140	358	99.0	56	56.0	0	0
10/07/2025	BlueNet_Install_EN	14:00:00	179	330	99.0	66	66.0	1	1
10/07/2025	BlueNet_Install_EN	14:15:00	178	386	99.0	76	76.0	1	1
10/07/2025	BlueNet_Install_EN	14:30:00	127	372	97.9	52	52.0	1	1
10/07/2025	BlueNet_Install_EN	14:45:00	110	338	99.0	41	41.0	1	0
10/07/2025	BlueNet_Install_EN	15:00:00	149	355	99.0	59	59.0	1	0
10/07/2025	BlueNet_Install_EN	15:15:00	81	337	99.0	30	30.0	0	0
10/07/2025	BlueNet_Install_EN	15:30:00	113	356	99.0	45	45.0	0	0
10/07/2025	BlueNet_Install_EN	15:45:00	102	339	99.0	38	38.0	1	1
10/07/2025	BlueNet_Install_EN	16:00:00	113	413	99.0	52	52.0	0	0
10/07/2025	BlueNet_Install_EN	16:15:00	141	320	98.2	50	50.0	1	0
10/07/2025	BlueNet_Install_EN	16:30:00	49	328	99.0	18	18.0	0	0
10/07/2025	BlueNet_Install_EN	16:45:00	110	354	94.1	43	43.0	0	0
10/07/2025	BlueNet_Install_EN	17:00:00	106	362	95.3	43	43.0	0	0
10/07/2025	BlueNet_Install_EN	17:15:00	93	362	98.0	37	37.0	0	0
10/07/2025	BlueNet_Install_EN	17:30:00	96	382	96.4	41	41.0	0	1
10/07/2025	BlueNet_Install_EN	17:45:00	97	371	99.0	40	40.0	0	0
10/07/2025	BlueNet_Install_EN	18:00:00	85	336	99.0	32	32.0	0	0
10/07/2025	BlueNet_Install_EN	18:15:00	32	386	99.0	14	14.0	0	0
10/07/2025	BlueNet_Install_EN	18:30:00	53	375	99.0	22	22.0	0	0
10/07/2025	BlueNet_Install_EN	18:45:00	104	394	99.0	46	46.0	1	1
10/07/2025	BlueNet_Install_EN	19:00:00	38	361	99.0	15	15.0	0	0
10/07/2025	BlueNet_Install_EN	19:15:00	62	387	99.0	27	27.0	1	0
10/07/2025	BlueNet_Install_EN	19:30:00	40	300	99.0	13	13.0	0	0
10/07/2025	BlueNet_Install_EN	19:45:00	65	347	93.7	25	25.0	0	0
10/07/2025	BlueNet_Install_EN	20:00:00	44	337	97.7	16	16.0	0	0
10/07/2025	BlueNet_Install_EN	20:15:00	59	377	99.0	25	25.0	0	0
10/07/2025	BlueNet_Install_EN	20:30:00	49	341	99.0	19	19.0	0	0
10/07/2025	BlueNet_Install_EN	20:45:00	29	384	95.9	12	12.0	0	0
10/07/2025	BlueNet_Install_EN	21:00:00	15	379	93.0	6	6.0	0	0
10/07/2025	BlueNet_Install_EN	21:15:00	15	344	99.0	6	6.0	0	0
10/07/2025	BlueNet_Install_EN	21:30:00	15	365	97.0	6	6.0	0	0
10/07/2025	BlueNet_Install_EN	21:45:00	15	354	99.0	6	6.0	0	0
10/07/2025	BlueNet_Install_EN	22:00:00	35	362	99.0	14	14.0	0	0
10/07/2025	BlueNet_Install_EN	22:15:00	67	378	99.0	28	28.0	0	0
10/07/2025	BlueNet_Install_EN	22:30:00	15	351	98.1	6	6.0	0	0
10/07/2025	BlueNet_Install_EN	22:45:00	15	318	97.7	5	5.0	0	0
10/07/2025	BlueNet_Install_EN	23:00:00	22	374	97.8	9	9.0	0	0
10/07/2025	BlueNet_Install_EN	23:15:00	15	386	99.0	6	6.0	0	0
10/07/2025	BlueNet_Install_EN	23:30:00	25	317	99.0	9	9.0	0	0
10/07/2025	BlueNet_Install_EN	23:45:00	15	359	99.0	6	6.0	0	0
10/07/2025	FiberLink_Support_AR	00:00:00	25	336	95.4	9	9.0	0	0
10/07/2025	FiberLink_Support_AR	00:15:00	18	333	99.0	7	7.0	0	0
10/07/2025	FiberLink_Support_AR	00:30:00	23	364	93.1	9	9.0	0	0
10/07/2025	FiberLink_Support_AR	00:45:00	32	354	99.0	13	13.0	0	0
10/07/2025	FiberLink_Support_AR	01:00:00	58	336	99.0	22	22.0	0	0
10/07/2025	FiberLink_Support_AR	01:15:00	37	359	99.0	15	15.0	0	0
10/07/2025	FiberLink_Support_AR	01:30:00	19	310	99.0	7	7.0	0	0
10/07/2025	FiberLink_Support_AR	01:45:00	37	342	96.7	14	14.0	0	0
10/07/2025	FiberLink_Support_AR	02:00:00	18	336	99.0	7	7.0	0	0
10/07/2025	FiberLink_Support_AR	02:15:00	72	374	99.0	30	30.0	0	0
10/07/2025	FiberLink_Support_AR	02:30:00	42	329	98.4	15	15.0	0	0
10/07/2025	FiberLink_Support_AR	02:45:00	122	349	99.0	47	47.0	1	0
10/07/2025	FiberLink_Support_AR	03:00:00	49	349	99.0	19	19.0	0	0
10/07/2025	FiberLink_Support_AR	03:15:00	53	367	99.0	22	22.0	0	0
10/07/2025	FiberLink_Support_AR	03:30:00	18	366	95.5	7	7.0	0	0
10/07/2025	FiberLink_Support_AR	03:45:00	34	345	99.0	13	13.0	0	0
10/07/2025	FiberLink_Support_AR	04:00:00	57	373	99.0	24	24.0	0	0
10/07/2025	FiberLink_Support_AR	04:15:00	52	331	95.0	19	19.0	0	0
10/07/2025	FiberLink_Support_AR	04:30:00	114	341	99.0	43	43.0	1	0
10/07/2025	FiberLink_Support_AR	04:45:00	78	353	99.0	31	31.0	1	0
10/07/2025	FiberLink_Support_AR	05:00:00	72	397	99.0	32	32.0	1	0
10/07/2025	FiberLink_Support_AR	05:15:00	98	391	92.8	43	43.0	0	0
10/07/2025	FiberLink_Support_AR	05:30:00	78	307	99.0	27	27.0	0	0
10/07/2025	FiberLink_Support_AR	05:45:00	107	373	94.1	44	44.0	1	0
10/07/2025	FiberLink_Support_AR	06:00:00	64	366	99.0	26	26.0	0	0
10/07/2025	FiberLink_Support_AR	06:15:00	142	374	99.0	59	59.0	1	0
10/07/2025	FiberLink_Support_AR	06:30:00	118	335	99.0	44	44.0	1	0
10/07/2025	FiberLink_Support_AR	06:45:00	125	429	99.0	60	60.0	1	1
10/07/2025	FiberLink_Support_AR	07:00:00	104	344	97.9	40	40.0	1	0
10/07/2025	FiberLink_Support_AR	07:15:00	148	361	99.0	59	59.0	1	0
