Date	Split/Skill	Time	CALLSOFFERED	AHT	SLA %	Sch	Needed	Aban Calls	Held Calls
10/03/2025	BlueNet_Premium_EN	05:30:00	131	376	96.9	55	55.0	1	0
10/03/2025	BlueNet_Premium_EN	05:45:00	41	352	99.0	16	16.0	0	0
10/03/2025	BlueNet_Premium_EN	06:00:00	129	359	99.0	51	51.0	1	1
10/03/2025	BlueNet_Premium_EN	06:15:00	113	378	99.0	47	47.0	1	0
10/03/2025	BlueNet_Premium_EN	06:30:00	99	386	99.0	42	42.0	1	0
10/03/2025	BlueNet_Premium_EN	06:45:00	151	336	99.0	56	56.0	0	0
10/03/2025	BlueNet_Premium_EN	07:00:00	146	376	98.9	61	61.0	1	0
10/03/2025	BlueNet_Premium_EN	07:15:00	141	374	99.0	59	59.0	1	1
10/03/2025	BlueNet_Premium_EN	07:30:00	132	335	99.0	49	49.0	1	1
10/03/2025	BlueNet_Premium_EN	07:45:00	124	349	99.0	48	48.0	1	0
10/03/2025	BlueNet_Premium_EN	08:00:00	118	363	99.0	48	48.0	1	0
10/03/2025	BlueNet_Premium_EN	08:15:00	194	394	99.0	85	85.0	0	1
10/03/2025	BlueNet_Premium_EN	08:30:00	183	349	98.8	71	71.0	2	0
10/03/2025	BlueNet_Premium_EN	08:45:00	180	370	99.0	74	74.0	1	1
10/03/2025	BlueNet_Premium_EN	09:00:00	155	389	99.0	67	67.0	2	0
10/03/2025	BlueNet_Premium_EN	09:15:00	231	406	99.0	104	104.0	2	1
10/03/2025	BlueNet_Premium_EN	09:30:00	155	365	99.0	63	63.0	2	0
10/03/2025	BlueNet_Premium_EN	09:45:00	168	307	99.0	57	57.0	1	1
10/03/2025	BlueNet_Premium_EN	10:00:00	234	383	99.0	100	100.0	1	0
10/03/2025	BlueNet_Premium_EN	10:15:00	183	365	99.0	74	74.0	1	1
10/03/2025	BlueNet_Premium_EN	10:30:00	237	338	99.0	89	89.0	2	1
10/03/2025	BlueNet_Premium_EN	10:45:00	200	377	97.6	84	84.0	2	1
10/03/2025	BlueNet_Premium_EN	11:00:00	175	406	98.8	79	79.0	1	1
10/03/2025	BlueNet_Premium_EN	11:15:00	186	365	96.0	75	75.0	1	1
10/03/2025	BlueNet_Premium_EN	11:30:00	172	319	95.5	61	61.0	2	1
10/03/2025	BlueNet_Premium_EN	11:45:00	213	396	99.0	94	94.0	2	0
10/03/2025	BlueNet_Premium_EN	12:00:00	229	360	99.0	92	92.0	1	1
10/03/2025	BlueNet_Premium_EN	12:15:00	207	377	99.0	87	87.0	2	0
10/03/2025	BlueNet_Premium_EN	12:30:00	201	361	98.1	81	81.0	1	1
10/03/2025	BlueNet_Premium_EN	12:45:00	161	371	98.6	66	66.0	0	0
10/03/2025	BlueNet_Premium_EN	13:00:00	222	376	99.0	93	93.0	2	1
10/03/2025	BlueNet_Premium_EN	13:15:00	213	380	95.6	90	90.0	1	1
10/03/2025	BlueNet_Premium_EN	13:30:00	195	363	99.0	79	79.0	1	1
10/03/2025	BlueNet_Premium_EN	13:45:00	176	340	99.0	66	66.0	2	1
10/03/2025	BlueNet_Premium_EN	14:00:00	183	364	99.0	74	74.0	1	1
10/03/2025	BlueNet_Premium_EN	14:15:00	152	379	98.7	64	64.0	1	1
10/03/2025	BlueNet_Premium_EN	14:30:00	133	341	99.0	50	50.0	1	0
10/03/2025	BlueNet_Premium_EN	14:45:00	163	332	95.7	60	60.0	1	1
10/03/2025	BlueNet_Premium_EN	15:00:00	143	393	97.3	62	62.0	1	1
10/03/2025	BlueNet_Premium_EN	15:15:00	149	402	97.9	67	67.0	0	1
10/03/2025	BlueNet_Premium_EN	15:30:00	145	360	99.0	58	58.0	1	0
10/03/2025	BlueNet_Premium_EN	15:45:00	152	375	95.0	63	63.0	1	0
10/03/2025	BlueNet_Premium_EN	16:00:00	146	369	99.0	60	60.0	1	0
10/03/2025	BlueNet_Premium_EN	16:15:00	56	305	99.0	19	19.0	0	0
10/03/2025	BlueNet_Premium_EN	16:30:00	150	365	99.0	61	61.0	1	0
10/03/2025	BlueNet_Premium_EN	16:45:00	138	396	99.0	61	61.0	1	1
10/03/2025	BlueNet_Premium_EN	17:00:00	157	330	97.9	58	58.0	1	1
10/03/2025	BlueNet_Premium_EN	17:15:00	117	328	99.0	43	43.0	1	1
10/03/2025	BlueNet_Premium_EN	17:30:00	149	341	99.0	56	56.0	1	0
10/03/2025	BlueNet_Premium_EN	17:45:00	108	348	99.0	42	42.0	1	0
10/03/2025	BlueNet_Premium_EN	18:00:00	116	376	98.0	48	48.0	0	0
10/03/2025	BlueNet_Premium_EN	18:15:00	74	393	99.0	32	32.0	1	0
10/03/2025	BlueNet_Premium_EN	18:30:00	128	392	99.0	56	56.0	1	0
10/03/2025	BlueNet_Premium_EN	18:45:00	127	376	99.0	53	53.0	1	0
10/03/2025	BlueNet_Premium_EN	19:00:00	138	320	99.0	49	49.0	1	1
10/03/2025	BlueNet_Premium_EN	19:15:00	63	320	99.0	22	22.0	0	0
10/03/2025	BlueNet_Premium_EN	19:30:00	88	378	99.0	37	37.0	0	0
10/03/2025	BlueNet_Premium_EN	19:45:00	26	320	97.9	9	9.0	0	0
10/03/2025	BlueNet_Premium_EN	20:00:00	19	373	99.0	8	8.0	0	0
10/03/2025	BlueNet_Premium_EN	20:15:00	74	366	96.7	30	30.0	0	0
10/03/2025	BlueNet_Premium_EN	20:30:00	50	348	99.0	19	19.0	0	0
10/03/2025	BlueNet_Premium_EN	20:45:00	19	300	99.0	6	6.0	0	0
10/03/2025	BlueNet_Premium_EN	21:00:00	50	365	95.7	20	20.0	0	0
10/03/2025	BlueNet_Premium_EN	21:15:00	68	372	99.0	28	28.0	0	0
10/03/2025	BlueNet_Premium_EN	21:30:00	39	346	96.1	15	15.0	0	0
10/03/2025	BlueNet_Premium_EN	21:45:00	70	332	99.0	26	26.0	1	0
10/03/2025	BlueNet_Premium_EN	22:00:00	19	367	99.0	8	8.0	0	0
10/03/2025	BlueNet_Premium_EN	22:15:00	60	323	97.7	22	22.0	0	0
10/03/2025	BlueNet_Premium_EN	22:30:00	19	375	93.3	8	8.0	0	0
10/03/2025	BlueNet_Premium_EN	22:45:00	60	386	99.0	26	26.0	0	0
10/03/2025	BlueNet_Premium_EN	23:00:00	19	310	99.0	7	7.0	0	0
10/03/2025	BlueNet_Premium_EN	23:15:00	28	346	99.0	11	11.0	0	0
10/03/2025	BlueNet_Premium_EN	23:30:00	27	358	99.0	11	11.0	0	0
10/03/2025	BlueNet_Premium_EN	23:45:00	33	359	99.0	13	13.0	0	0
10/03/2025	BlueNet_Medium_AR	00:00:00	14	386	97.0	6	6.0	0	0
10/03/2025	BlueNet_Medium_AR	00:15:00	14	361	99.0	6	6.0	0	0
10/03/2025	BlueNet_Medium_AR	00:30:00	14	340	96.5	5	5.0	0	0
10/03/2025	BlueNet_Medium_AR	00:45:00	36	338	97.8	14	14.0	0	0
10/03/2025	BlueNet_Medium_AR	01:00:00	25	364	99.0	10	10.0	0	0
10/03/2025	BlueNet_Medium_AR	01:15:00	37	354	99.0	15	15.0	0	0
10/03/2025	BlueNet_Medium_AR	01:30:00	14	315	99.0	5	5.0	0	0
10/03/2025	BlueNet_Medium_AR	01:45:00	21	334	99.0	8	8.0	0	0
10/03/2025	BlueNet_Medium_AR	02:00:00	41	352	94.5	16	16.0	0	0
10/03/2025	BlueNet_Medium_AR	02:15:00	55	378	99.0	23	23.0	0	0
10/03/2025	BlueNet_Medium_AR	02:30:00	14	359	99.0	6	6.0	0	0
10/03/2025	BlueNet_Medium_AR	02:45:00	22	358	99.0	9	9.0	0	0
10/03/2025	BlueNet_Medium_AR	03:00:00	53	335	99.0	20	20.0	0	0
10/03/2025	BlueNet_Medium_AR	03:15:00	30	360	99.0	12	12.0	0	0
10/03/2025	BlueNet_Medium_AR	03:30:00	19	392	99.0	8	8.0	0	0
10/03/2025	BlueNet_Medium_AR	03:45:00	14	363	99.0	6	6.0	0	0
10/03/2025	BlueNet_Medium_AR	04:00:00	25	322	99.0	9	9.0	0	0
10/03/2025	BlueNet_Medium_AR	04:15:00	14	328	99.0	5	5.0	0	0
10/03/2025	BlueNet_Medium_AR	04:30:00	52	374	96.3	22	22.0	0	0
10/03/2025	BlueNet_Medium_AR	04:45:00	73	354	96.0	29	29.0	0	0
10/03/2025	BlueNet_Medium_AR	05:00:00	33	358	97.2	13	13.0	0	0
10/03/2025	BlueNet_Medium_AR	05:15:00	68	344	99.0	26	26.0	0	0
10/03/2025	BlueNet_Medium_AR	05:30:00	84	372	99.0	35	35.0	1	0
10/03/2025	BlueNet_Medium_AR	05:45:00	71	352	98.7	28	28.0	0	0
10/03/2025	BlueNet_Medium_AR	06:00:00	42	355	99.0	17	17.0	0	0
10/03/2025	BlueNet_Medium_AR	06:15:00	87	338	99.0	33	33.0	0	0
10/03/2025	BlueNet_Medium_AR	06:30:00	82	383	99.0	35	35.0	0	0
10/03/2025	BlueNet_Medium_AR	06:45:00	83	354	99.0	33	33.0	0	0
10/03/2025	BlueNet_Medium_AR	07:00:00	79	375	97.7	33	33.0	1	0
10/03/2025	BlueNet_Medium_AR	07:15:00	96	330	99.0	35	35.0	1	0
10/03/2025	BlueNet_Medium_AR	07:30:00	108	403	99.0	48	48.0	1	1
10/03/2025	BlueNet_Medium_AR	07:45:00	150	391	98.4	65	65.0	1	1
10/03/2025	BlueNet_Medium_AR	08:00:00	107	312	96.4	37	37.0	0	0
10/03/2025	BlueNet_Medium_AR	08:15:00	139	339	98.3	52	52.0	0	0
10/03/2025	BlueNet_Medium_AR	08:30:00	119	371	99.0	49	49.0	1	0
10/03/2025	BlueNet_Medium_AR	08:45:00	113	327	99.0	41	41.0	1	0
10/03/2025	BlueNet_Medium_AR	09:00:00	121	356	99.0	48	48.0	1	0
10/03/2025	BlueNet_Medium_AR	09:15:00	96	370	96.4	39	39.0	1	1
10/03/2025	BlueNet_Medium_AR	09:30:00	129	355	97.2	51	51.0	1	0
10/03/2025	BlueNet_Medium_AR	09:45:00	85	373	98.8	35	35.0	0	0
10/03/2025	BlueNet_Medium_AR	10:00:00	110	342	99.0	42	42.0	0	0
10/03/2025	BlueNet_Medium_AR	10:15:00	132	303	95.9	44	44.0	1	1
10/03/2025	BlueNet_Medium_AR	10:30:00	155	384	98.1	66	66.0	1	1
10/03/2025	BlueNet_Medium_AR	10:45:00	162	384	98.2	69	69.0	0	1
10/03/2025	BlueNet_Medium_AR	11:00:00	129	422	99.0	60	60.0	1	1
10/03/2025	BlueNet_Medium_AR	11:15:00	138	304	99.0	47	47.0	1	0
10/03/2025	BlueNet_Medium_AR	11:30:00	155	378	99.0	65	65.0	1	0
10/03/2025	BlueNet_Medium_AR	11:45:00	109	310	99.0	38	38.0	1	0
10/03/2025	BlueNet_Medium_AR	12:00:00	144	403	98.8	64	64.0	1	0
10/03/2025	BlueNet_Medium_AR	12:15:00	119	372	96.3	49	49.0	1	0
10/03/2025	BlueNet_Medium_AR	12:30:00	132	336	96.3	49	49.0	0	1
10/03/2025	BlueNet_Medium_AR	12:45:00	125	379	94.7	53	53.0	1	1
10/03/2025	BlueNet_Medium_AR	13:00:00	143	346	98.6	55	55.0	1	0
10/03/2025	BlueNet_Medium_AR	13:15:00	144	367	99.0	59	59.0	1	0
10/03/2025	BlueNet_Medium_AR	13:30:00	149	365	99.0	60	60.0	1	0
10/03/2025	BlueNet_Medium_AR	13:45:00	137	403	99.0	61	61.0	1	0
10/03/2025	BlueNet_Medium_AR	14:00:00	131	405	98.6	59	59.0	0	0
10/03/2025	BlueNet_Medium_AR	14:15:00	163	345	99.0	62	62.0	0	1
10/03/2025	BlueNet_Medium_AR	14:30:00	92	386	96.5	39	39.0	1	0
10/03/2025	BlueNet_Medium_AR	14:45:00	155	368	99.0	63	63.0	1	1
10/03/2025	BlueNet_Medium_AR	15:00:00	112	324	97.4	40	40.0	1	0
10/03/2025	BlueNet_Medium_AR	15:15:00	127	342	96.4	48	48.0	1	0
10/03/2025	BlueNet_Medium_AR	15:30:00	105	418	99.0	49	49.0	1	0
10/03/2025	BlueNet_Medium_AR	15:45:00	94	368	99.0	38	38.0	1	0
10/03/2025	BlueNet_Medium_AR	16:00:00	115	384	94.8	49	49.0	0	0
10/03/2025	BlueNet_Medium_AR	16:15:00	123	354	99.0	48	48.0	1	0
10/03/2025	BlueNet_Medium_AR	16:30:00	108	346	98.2	42	42.0	0	0
10/03/2025	BlueNet_Medium_AR	16:45:00	83	360	98.7	33	33.0	0	0
10/03/2025	BlueNet_Medium_AR	17:00:00	164	353	99.0	64	64.0	1	1
10/03/2025	BlueNet_Medium_AR	17:15:00	111	322	99.0	40	40.0	1	1
10/03/2025	BlueNet_Medium_AR	17:30:00	102	334	99.0	38	38.0	0	0
10/03/2025	BlueNet_Medium_AR	17:45:00	71	377	99.0	30	30.0	0	0
10/03/2025	BlueNet_Medium_AR	18:00:00	62	350	98.6	24	24.0	0	0
10/03/2025	BlueNet_Medium_AR	18:15:00	65	360	99.0	26	26.0	0	0
10/03/2025	BlueNet_Medium_AR	18:30:00	89	365	99.0	36	36.0	1	0
10/03/2025	BlueNet_Medium_AR	18:45:00	43	367	99.0	18	18.0	0	0
10/03/2025	BlueNet_Medium_AR	19:00:00	37	388	99.0	16	16.0	0	0
10/03/2025	BlueNet_Medium_AR	19:15:00	66	332	96.7	24	24.0	1	0
10/03/2025	BlueNet_Medium_AR	19:30:00	58	374	98.4	24	24.0	0	0
10/03/2025	BlueNet_Medium_AR	19:45:00	32	378	99.0	13	13.0	0	0
10/03/2025	BlueNet_Medium_AR	20:00:00	22	384	99.0	9	9.0	0	0
10/03/2025	BlueNet_Medium_AR	20:15:00	70	324	99.0	25	25.0	0	0
10/03/2025	BlueNet_Medium_AR	20:30:00	45	366	98.2	18	18.0	0	0
10/03/2025	BlueNet_Medium_AR	20:45:00	14	402	95.7	6	6.0	0	0
10/03/2025	BlueNet_Medium_AR	21:00:00	14	357	99.0	6	6.0	0	0
10/03/2025	BlueNet_Medium_AR	21:15:00	21	372	99.0	9	9.0	0	0
10/03/2025	BlueNet_Medium_AR	21:30:00	41	379	99.0	17	17.0	0	0
10/03/2025	BlueNet_Medium_AR	21:45:00	36	334	99.0	13	13.0	0	0
10/03/2025	BlueNet_Medium_AR	22:00:00	45	405	94.8	20	20.0	0	0
10/03/2025	BlueNet_Medium_AR	22:15:00	14	372	99.0	6	6.0	0	0
10/03/2025	BlueNet_Medium_AR	22:30:00	23	372	99.0	10	10.0	0	0
10/03/2025	BlueNet_Medium_AR	22:45:00	46	318	97.0	16	16.0	0	0
10/03/2025	BlueNet_Medium_AR	23:00:00	43	379	98.6	18	18.0	0	0
10/03/2025	BlueNet_Medium_AR	23:15:00	22	372	99.0	9	9.0	0	0
10/03/2025	BlueNet_Medium_AR	23:30:00	62	400	99.0	28	28.0	0	0
10/03/2025	BlueNet_Medium_AR	23:45:00	26	352	99.0	10	10.0	0	0
10/03/2025	BlueNet_Install_EN	00:00:00	17	342	99.0	6	6.0	0	0
10/03/2025	BlueNet_Install_EN	00:15:00	17	400	99.0	8	8.0	0	0
10/03/2025	BlueNet_Install_EN	00:30:00	20	384	99.0	9	9.0	0	0
10/03/2025	BlueNet_Install_EN	00:45:00	17	389	95.2	7	7.0	0	0
10/03/2025	BlueNet_Install_EN	01:00:00	17	348	99.0	7	7.0	0	0
10/03/2025	BlueNet_Install_EN	01:15:00	41	349	98.9	16	16.0	0	0
10/03/2025	BlueNet_Install_EN	01:30:00	24	337	99.0	9	9.0	0	0
10/03/2025	BlueNet_Install_EN	01:45:00	22	379	99.0	9	9.0	0	0
10/03/2025	BlueNet_Install_EN	02:00:00	17	319	97.8	6	6.0	0	0
10/03/2025	BlueNet_Install_EN	02:15:00	17	355	99.0	7	7.0	0	0
10/03/2025	BlueNet_Install_EN	02:30:00	72	400	99.0	32	32.0	0	0
10/03/2025	BlueNet_Install_EN	02:45:00	55	374	99.0	23	23.0	0	0
10/03/2025	BlueNet_Install_EN	03:00:00	27	385	99.0	12	12.0	0	0
10/03/2025	BlueNet_Install_EN	03:15:00	40	318	98.6	14	14.0	0	0
10/03/2025	BlueNet_Install_EN	03:30:00	53	335	99.0	20	20.0	0	0
10/03/2025	BlueNet_Install_EN	03:45:00	61	389	98.2	26	26.0	0	0
10/03/2025	BlueNet_Install_EN	04:00:00	54	363	99.0	22	22.0	0	0
10/03/2025	BlueNet_Install_EN	04:15:00	17	334	99.0	6	6.0	0	0
10/03/2025	BlueNet_Install_EN	04:30:00	63	375	97.1	26	26.0	0	0
10/03/2025	BlueNet_Install_EN	04:45:00	66	346	99.0	25	25.0	0	0
10/03/2025	BlueNet_Install_EN	05:00:00	125	423	99.0	59	59.0	1	1
10/03/2025	BlueNet_Install_EN	05:15:00	146	374	99.0	61	61.0	1	0
10/03/2025	BlueNet_Install_EN	05:30:00	99	336	99.0	37	37.0	0	0
10/03/2025	BlueNet_Install_EN	05:45:00	70	382	97.7	30	30.0	1	0
10/03/2025	BlueNet_Install_EN	06:00:00	110	400	99.0	49	49.0	1	0
10/03/2025	BlueNet_Install_EN	06:15:00	55	359	94.6	22	22.0	0	0
10/03/2025	BlueNet_Install_EN	06:30:00	89	340	99.0	34	34.0	0	0
10/03/2025	BlueNet_Install_EN	06:45:00	66	361	99.0	26	26.0	0	0
10/03/2025	BlueNet_Install_EN	07:00:00	126	344	98.9	48	48.0	1	0
10/03/2025	BlueNet_Install_EN	07:15:00	86	353	99.0	34	34.0	0	0
10/03/2025	BlueNet_Install_EN	07:30:00	114	325	99.0	41	41.0	1	0
10/03/2025	BlueNet_Install_EN	07:45:00	125	381	99.0	53	53.0	1	0
10/03/2025	BlueNet_Install_EN	08:00:00	130	331	98.1	48	48.0	1	1
10/03/2025	BlueNet_Install_EN	08:15:00	123	375	99.0	51	51.0	1	1
10/03/2025	BlueNet_Install_EN	08:30:00	147	352	98.0	57	57.0	1	0
10/03/2025	BlueNet_Install_EN	08:45:00	111	365	99.0	45	45.0	1	1
10/03/2025	BlueNet_Install_EN	09:00:00	190	348	99.0	73	73.0	1	1
10/03/2025	BlueNet_Install_EN	09:15:00	123	364	99.0	50	50.0	0	0
10/03/2025	BlueNet_Install_EN	09:30:00	153	370	95.6	63	63.0	1	1
10/03/2025	BlueNet_Install_EN	09:45:00	171	351	99.0	67	67.0	1	0
10/03/2025	BlueNet_Install_EN	10:00:00	175	316	96.3	61	61.0	2	0
10/03/2025	BlueNet_Install_EN	10:15:00	180	368	99.0	74	74.0	1	0
10/03/2025	BlueNet_Install_EN	10:30:00	122	369	99.0	50	50.0	0	0
10/03/2025	BlueNet_Install_EN	10:45:00	141	324	96.0	51	51.0	1	1
10/03/2025	BlueNet_Install_EN	11:00:00	169	335	99.0	63	63.0	1	0
10/03/2025	BlueNet_Install_EN	11:15:00	179	351	98.2	70	70.0	2	0
10/03/2025	BlueNet_Install_EN	11:30:00	199	302	97.0	67	67.0	1	1
10/03/2025	BlueNet_Install_EN	11:45:00	155	377	97.7	65	65.0	1	1
10/03/2025	BlueNet_Install_EN	12:00:00	145	347	99.0	56	56.0	0	1
10/03/2025	BlueNet_Install_EN	12:15:00	154	367	99.0	63	63.0	1	0
10/03/2025	BlueNet_Install_EN	12:30:00	224	333	96.9	83	83.0	2	1
10/03/2025	BlueNet_Install_EN	12:45:00	205	410	99.0	93	93.0	1	1
10/03/2025	BlueNet_Install_EN	13:00:00	161	324	97.3	58	58.0	1	1
10/03/2025	BlueNet_Install_EN	13:15:00	197	347	98.0	76	76.0	1	0
10/03/2025	BlueNet_Install_EN	13:30:00	148	389	93.9	64	64.0	1	0
10/03/2025	BlueNet_Install_EN	13:45:00	184	331	99.0	68	68.0	1	1
10/03/2025	BlueNet_Install_EN	14:00:00	123	362	99.0	49	49.0	1	1
10/03/2025	BlueNet_Install_EN	14:15:00	164	375	97.9	68	68.0	1	1
10/03/2025	BlueNet_Install_EN	14:30:00	178	322	99.0	64	64.0	1	1
10/03/2025	BlueNet_Install_EN	14:45:00	141	343	99.0	54	54.0	0	0
10/03/2025	BlueNet_Install_EN	15:00:00	161	364	99.0	65	65.0	1	1
10/03/2025	BlueNet_Install_EN	15:15:00	128	371	99.0	53	53.0	1	0
10/03/2025	BlueNet_Install_EN	15:30:00	146	339	99.0	55	55.0	1	1
10/03/2025	BlueNet_Install_EN	15:45:00	122	406	98.0	55	55.0	1	1
10/03/2025	BlueNet_Install_EN	16:00:00	151	372	99.0	62	62.0	1	1
10/03/2025	BlueNet_Install_EN	16:15:00	94	379	99.0	40	40.0	0	0
10/03/2025	BlueNet_Install_EN	16:30:00	96	377	99.0	40	40.0	1	0
10/03/2025	BlueNet_Install_EN	16:45:00	150	320	98.9	53	53.0	0	1
10/03/2025	BlueNet_Install_EN	17:00:00	50	357	99.0	20	20.0	0	0
10/03/2025	BlueNet_Install_EN	17:15:00	91	359	99.0	36	36.0	1	0
10/03/2025	BlueNet_Install_EN	17:30:00	99	353	99.0	39	39.0	1	1
10/03/2025	BlueNet_Install_EN	17:45:00	106	365	98.8	43	43.0	1	0
10/03/2025	BlueNet_Install_EN	18:00:00	80	307	99.0	27	27.0	0	0
10/03/2025	BlueNet_Install_EN	18:15:00	59	363	95.0	24	24.0	1	0
10/03/2025	BlueNet_Install_EN	18:30:00	114	352	98.7	45	45.0	0	0
10/03/2025	BlueNet_Install_EN	18:45:00	104	307	93.5	35	35.0	0	0
10/03/2025	BlueNet_Install_EN	19:00:00	63	370	98.7	26	26.0	0	0
10/03/2025	BlueNet_Install_EN	19:15:00	23	330	95.3	8	8.0	0	0
10/03/2025	BlueNet_Install_EN	19:30:00	71	350	99.0	28	28.0	1	0
10/03/2025	BlueNet_Install_EN	19:45:00	64	353	97.7	25	25.0	0	0
10/03/2025	BlueNet_Install_EN	20:00:00	38	313	98.3	13	13.0	0	0
10/03/2025	BlueNet_Install_EN	20:15:00	17	316	93.7	6	6.0	0	0
10/03/2025	BlueNet_Install_EN	20:30:00	40	373	99.0	17	17.0	0	0
10/03/2025	BlueNet_Install_EN	20:45:00	62	344	97.2	24	24.0	0	0
10/03/2025	BlueNet_Install_EN	21:00:00	62	350	98.4	24	24.0	0	0
10/03/2025	BlueNet_Install_EN	21:15:00	34	361	99.0	14	14.0	0	0
10/03/2025	BlueNet_Install_EN	21:30:00	17	316	99.0	6	6.0	0	0
10/03/2025	BlueNet_Install_EN	21:45:00	48	349	97.4	19	19.0	0	0
10/03/2025	BlueNet_Install_EN	22:00:00	17	357	99.0	7	7.0	0	0
10/03/2025	BlueNet_Install_EN	22:15:00	17	404	98.2	8	8.0	0	0
10/03/2025	BlueNet_Install_EN	22:30:00	20	336	98.4	7	7.0	0	0
10/03/2025	BlueNet_Install_EN	22:45:00	60	379	97.3	25	25.0	0	0
10/03/2025	BlueNet_Install_EN	23:00:00	59	359	97.6	24	24.0	0	0
10/03/2025	BlueNet_Install_EN	23:15:00	17	331	98.6	6	6.0	0	0
10/03/2025	BlueNet_Install_EN	23:30:00	17	344	94.9	6	6.0	0	0
10/03/2025	BlueNet_Install_EN	23:45:00	78	381	99.0	33	33.0	1	0
10/03/2025	FiberLink_Support_AR	00:00:00	15	341	99.0	6	6.0	0	0
10/03/2025	FiberLink_Support_AR	00:15:00	47	376	99.0	20	20.0	0	0
10/03/2025	FiberLink_Support_AR	00:30:00	15	353	99.0	6	6.0	0	0
10/03/2025	FiberLink_Support_AR	00:45:00	27	342	98.8	10	10.0	0	0
10/03/2025	FiberLink_Support_AR	01:00:00	15	364	99.0	6	6.0	0	0
10/03/2025	FiberLink_Support_AR	01:15:00	25	333	99.0	9	9.0	0	0
10/03/2025	FiberLink_Support_AR	01:30:00	18	330	99.0	7	7.0	0	0
10/03/2025	FiberLink_Support_AR	01:45:00	24	300	98.6	8	8.0	0	0
10/03/2025	FiberLink_Support_AR	02:00:00	15	368	94.3	6	6.0	0	0
10/03/2025	FiberLink_Support_AR	02:15:00	15	360	98.8	6	6.0	0	0
10/03/2025	FiberLink_Support_AR	02:30:00	21	373	99.0	9	9.0	0	0
10/03/2025	FiberLink_Support_AR	02:45:00	62	390	99.0	27	27.0	0	0
10/03/2025	FiberLink_Support_AR	03:00:00	15	353	99.0	6	6.0	0	0
10/03/2025	FiberLink_Support_AR	03:15:00	77	358	99.0	31	31.0	1	0
10/03/2025	FiberLink_Support_AR	03:30:00	26	368	99.0	11	11.0	0	0
10/03/2025	FiberLink_Support_AR	03:45:00	47	345	99.0	18	18.0	0	0
10/03/2025	FiberLink_Support_AR	04:00:00	72	323	94.2	26	26.0	1	0
10/03/2025	FiberLink_Support_AR	04:15:00	45	331	99.0	17	17.0	0	0
10/03/2025	FiberLink_Support_AR	04:30:00	52	359	99.0	21	21.0	0	0
10/03/2025	FiberLink_Support_AR	04:45:00	94	384	99.0	40	40.0	1	0
10/03/2025	FiberLink_Support_AR	05:00:00	91	399	97.6	40	40.0	1	0
10/03/2025	FiberLink_Support_AR	05:15:00	86	352	98.9	34	34.0	0	0
10/03/2025	FiberLink_Support_AR	05:30:00	71	364	99.0	29	29.0	1	0
10/03/2025	FiberLink_Support_AR	05:45:00	77	406	99.0	35	35.0	0	0
10/03/2025	FiberLink_Support_AR	06:00:00	59	372	99.0	24	24.0	0	0
10/03/2025	FiberLink_Support_AR	06:15:00	81	363	99.0	33	33.0	1	0
10/03/2025	FiberLink_Support_AR	06:30:00	94	365	99.0	38	38.0	1	0
10/03/2025	FiberLink_Support_AR	06:45:00	96	374	98.4	40	40.0	0	0
10/03/2025	FiberLink_Support_AR	07:00:00	108	329	99.0	39	39.0	1	0
10/03/2025	FiberLink_Support_AR	07:15:00	131	379	99.0	55	55.0	1	1
